season,team,gp,toi_gp_ev,w,l,otl,row,points,point_percent,cf_60_ev,ca_60_ev,cf_percent_ev,gf_60_ev,ga_60_ev,gf_percent_ev,x_gf_60_ev,x_ga_60_ev,x_gf_percent_ev,sh_percent_ev,sv_percent_ev,pdo_ev,toi_gp_pp,cf_60_pp,ca_60_pp,cf_percent_pp,gf_60_pp,ga_60_pp,gf_percent_pp,x_gf_60_pp,x_ga_60_pp,x_gf_percent_pp,sh_percent_pp,sv_percent_pp,pdo_pp,toi_gp_pk,cf_60_pk,ca_60_pk,cf_percent_pk,gf_60_pk,ga_60_pk,gf_percent_pk,x_gf_60_pk,x_ga_60_pk,x_gf_percent_pk,sh_percent_pk,sv_percent_pk,pdo_pk
2018,Toronto Maple Leafs,82,51:42:00,49,26,7,42,105,0.64,59.75,59.43,50.14,2.94,2.58,53.33,2.74,2.7,50.35,9.43,92.22,1.016,04:19:00,117.53,17.08,87.31,9.47,0.85,91.8,9.99,0.91,91.61,14.78,92.75,1.075,04:48:00,12.34,101.35,10.86,0.61,6.55,8.51,0.62,7.4,7.73,7.27,88.32,0.956
2018,Vancouver Canucks,82,50:28:00,31,40,11,31,73,0.445,53.49,58.1,47.93,2.28,2.74,45.38,2.21,2.59,46.04,7.78,91.37,0.991,04:51:00,98.65,17.65,84.82,7.99,1.36,85.48,6.77,1.25,84.4,15.32,89.89,1.052,05:19:00,17.33,92.72,15.75,0.96,8.12,10.61,1.05,5.89,15.18,7.14,83.7,0.908
2018,Vegas Golden Knights,82,50:48:00,51,24,7,47,109,0.665,59.67,56.99,51.15,2.97,2.53,53.93,2.58,2.35,52.27,9.28,91.64,1.009,05:06:00,109.61,12.2,89.99,7.6,0.72,91.38,7.5,0.71,91.38,13.42,91.23,1.046,04:53:00,16.74,96.85,14.74,1.2,6.58,15.38,0.88,6.71,11.57,11.11,87.78,0.989
2018,Winnipeg Jets,82,49:56:00,52,20,10,48,114,0.695,58.62,56.09,51.1,2.93,2.33,55.71,2.51,2.22,52.99,9.25,92.22,1.015,05:17:00,100.79,15.33,86.8,8.84,0.97,90.14,6.44,0.86,88.18,15.46,91.25,1.067,05:31:00,14.06,122.28,10.31,1.19,6.63,15.25,0.71,8.11,8.09,13.24,89.75,1.03
2018,Washington Capitals,82,50:20:00,49,26,7,46,105,0.64,55.18,59.51,48.11,2.86,2.56,52.82,2.48,2.78,47.15,10.13,91.73,1.019,04:50:00,99.58,13.62,87.97,8.32,1.21,87.3,6.46,1.05,85.98,14.59,87.5,1.021,05:29:00,12.24,105.91,10.36,0.53,7.05,7.02,0.74,7.63,8.83,7.14,87.35,0.945
2019,Anaheim Ducks,82,50:34:00,35,37,10,32,80,0.488,54.17,60.23,47.35,2.23,2.65,45.7,2.36,2.88,45.05,8,91.65,0.996,04:23:00,93.35,17.84,83.96,6,1.67,78.26,6.14,1.12,84.6,12.46,85.71,0.982,05:39:00,11.37,100.93,10.13,0.65,7.11,8.33,0.49,8.03,5.8,8.93,88.2,0.971
2019,Arizona Coyotes,82,50:34:00,39,35,8,35,86,0.524,56.84,59.69,48.78,2.18,2.55,46.18,2.53,2.55,49.84,7.27,91.71,0.99,05:24:00,90.43,16.11,84.88,5.69,1.22,82.35,6.25,1,86.17,11.97,90.11,1.021,04:45:00,19.39,93.24,17.21,2.46,5.23,32,1.17,6.21,15.88,17.02,89.07,1.061
2019,Boston Bruins,82,51:10:00,49,24,9,47,107,0.652,58.39,51.9,52.94,2.65,2.12,55.56,2.53,2.27,52.68,8.21,92.43,1.006,04:46:00,99.06,20.67,82.74,9.95,2.14,82.28,6.93,1.66,80.67,18.84,87.27,1.061,04:48:00,17.18,92.45,15.67,1.06,7.45,12.5,1.08,6.22,14.75,8.64,86,0.946
2019,Buffalo Sabres,82,51:29:00,33,39,10,28,76,0.463,56.31,56.66,49.84,2.44,3.08,44.22,2.36,2.59,47.74,7.64,90.61,0.982,04:58:00,96.19,13.55,87.65,6.78,1.33,83.64,6.68,0.89,88.28,11.7,87.14,0.988,04:27:00,12,92.36,11.5,0.49,6.74,6.82,0.55,6.31,8.05,5.66,87.23,0.929
2019,Carolina Hurricanes,82,50:48:00,46,29,7,44,99,0.604,65.36,53.59,54.95,2.75,2.45,52.91,3.28,2.55,56.24,8.03,91.41,0.994,04:55:00,104.23,15.17,87.3,6.54,1.19,84.62,7.31,1.04,87.6,12.09,89.87,1.02,04:44:00,17.13,82.12,17.26,1.23,6.64,15.69,1.39,6.14,18.4,10,84.97,0.95
2019,Columbus Blue Jackets,82,51:48:00,47,31,4,45,98,0.598,55.35,55.03,50.15,3.01,2.74,52.33,2.66,2.52,51.38,9.63,90.86,1.005,04:35:00,87.14,13.73,86.39,5.43,0.8,87.18,5.6,0.78,87.74,11.64,92.19,1.038,04:01:00,19.31,76.51,20.15,1.46,5.65,20.51,1.38,5.4,20.38,9.3,86.52,0.958
2019,Calgary Flames,82,49:54:00,50,25,7,50,107,0.652,60.85,52.3,53.78,3.18,2.42,56.81,2.76,2.36,53.88,9.96,91.35,1.013,05:31:00,92.55,14.96,86.08,7.02,0.93,88.33,6.9,0.75,90.24,13.52,92.13,1.057,04:56:00,16.86,87.72,16.12,2.66,7.4,26.47,1.48,6.37,18.88,21.95,83.61,1.056
2019,Chicago Blackhawks,82,51:18:00,36,34,12,33,84,0.512,57.75,58.96,49.48,3.02,3.15,48.96,2.49,3,45.34,9.42,90.74,1.002,04:50:00,94.95,12.85,88.08,7.26,1.06,87.27,6.43,0.91,87.61,13.79,89.23,1.03,04:34:00,14.39,104.54,12.1,0.96,10.07,8.7,1.26,8.26,13.24,8.7,84.25,0.929
2019,Colorado Avalanche,82,49:05:00,38,30,14,36,90,0.549,58.11,58.53,49.82,2.77,2.68,50.82,2.47,2.52,49.58,8.61,91.44,1,05:53:00,91.63,12.54,87.96,7.82,0.74,91.3,6.35,0.6,91.34,15.37,91.43,1.068,05:39:00,16.04,107.76,12.96,1.16,7.5,13.43,0.95,6.91,12.04,8.65,86.97,0.956
2019,Dallas Stars,82,51:28:00,43,32,7,42,93,0.567,55.1,58.27,48.6,2.27,2.23,50.47,2.55,2.45,50.98,7.55,92.77,1.003,04:16:00,100.51,16.58,85.84,7.69,0.34,95.74,6.87,0.94,87.97,13.51,96.88,1.104,04:45:00,13.21,102.95,11.38,0.61,6.3,8.89,0.76,6.86,10.03,5.97,88.39,0.944
2019,Detroit Red Wings,82,51:40:00,32,40,10,29,74,0.451,53.14,58.69,47.52,2.49,2.95,45.83,2.26,2.8,44.69,8.67,91.05,0.997,04:21:00,84.73,15.97,84.14,6.56,1.18,84.78,6.15,1.09,84.99,13.88,89.71,1.036,04:54:00,15.83,101.84,13.45,1.05,8.36,11.11,0.96,8.06,10.59,8.86,84.78,0.936
2019,Edmonton Oilers,82,51:16:00,35,38,9,32,79,0.482,53.3,57.32,48.18,2.45,2.87,46.11,2.38,2.64,47.38,8.57,90.79,0.994,04:22:00,97.69,13.86,87.57,7.85,1.17,87.04,7.1,0.96,88.1,14.92,87.5,1.024,04:55:00,15.45,92.57,14.31,1.49,9.21,13.89,1.1,6.77,14.02,14.71,82.68,0.974
2019,Florida Panthers,82,51:08:00,36,32,14,33,86,0.524,55.69,56.84,49.49,2.69,3.09,46.53,2.44,2.72,47.25,8.53,89.99,0.985,05:18:00,101.1,18.34,84.64,9.93,1.79,84.71,6.97,1.33,84.01,17.56,86.46,1.04,04:32:00,18.87,85.32,18.11,0.48,6.94,6.52,1.13,5.7,16.57,3.37,83.65,0.87
2019,Los Angeles Kings,82,51:32:00,31,42,9,28,71,0.433,54.1,58.01,48.26,2.27,2.73,45.45,2.28,2.51,47.62,8.06,91.1,0.992,04:33:00,94.2,18.13,83.86,5.62,2.09,72.92,6.27,1.3,82.78,11.4,83.75,0.952,04:38:00,14.67,101.6,12.62,0.47,8.52,5.26,0.84,7.17,10.53,4.55,84.16,0.887
2019,Minnesota Wild,82,50:37:00,37,36,9,36,83,0.506,57.91,56.03,50.82,2.26,2.66,45.88,2.51,2.3,52.25,7.18,90.66,0.978,05:01:00,88.58,13.99,86.36,7.14,0.58,92.45,6.13,0.49,92.56,14.63,94.74,1.094,04:56:00,13.31,99.25,11.83,0.74,6.51,10.2,0.76,6.4,10.67,8.62,88.17,0.968
2019,Montreal Canadiens,82,50:41:00,44,30,8,41,96,0.585,65.79,56,54.02,3.02,2.69,52.91,2.82,2.36,54.46,8.67,91.22,0.999,04:47:00,93.03,14.82,86.26,4.74,0.61,88.57,5.37,0.82,86.8,10.23,94.29,1.045,04:59:00,16.14,95.4,14.47,0.73,6.75,9.8,0.82,6.64,10.96,6.33,87.22,0.936
2019,New Jersey Devils,82,49:59:00,31,41,10,28,72,0.439,52,58.91,46.89,2.4,3.21,42.82,2.41,2.63,47.84,8.06,89.96,0.98,05:20:00,88.79,18.47,82.78,6.16,1.37,81.82,6.18,1.26,83.05,12.82,89.9,1.027,05:26:00,18.14,84.94,17.6,1.34,5.38,20,1.1,5.75,16.07,10,87.06,0.971
2019,Nashville Predators,82,50:07:00,47,29,6,43,100,0.61,59.99,55.04,52.15,2.85,2.31,55.24,2.66,2.47,51.79,8.66,92.27,1.009,05:18:00,92.3,15.71,85.46,4.55,1.1,80.49,5.86,1.15,83.58,9.38,89.33,0.987,05:08:00,17.05,85.13,16.69,1.14,6.4,15.09,1.01,6.18,14.03,10.81,86.65,0.975
2019,New York Islanders,82,51:33:00,48,27,7,43,103,0.628,52.68,57.73,47.71,2.61,2.07,55.76,2.45,2.43,50.15,9.27,93.1,1.024,04:53:00,81.71,12.1,87.1,4.93,0.15,97.06,6.97,0.7,90.84,10,98.55,1.086,04:18:00,11.53,106.82,9.74,1.02,7.46,12,0.79,7.96,9,13.33,87.43,1.008
2019,New York Rangers,82,50:58:00,32,36,14,26,78,0.476,51.81,60.74,46.03,2.43,2.94,45.19,2.5,2.85,46.68,8.47,91.03,0.995,04:32:00,88.26,13.55,86.69,7.1,0.65,91.67,6.6,0.63,91.3,14.1,94.03,1.081,05:30:00,15.3,94.98,13.87,1.06,7.72,12.12,0.97,7.69,11.22,9.52,86.22,0.957
2019,Ottawa Senators,82,51:15:00,29,47,6,29,64,0.39,53.75,65.81,44.96,2.74,3.51,43.84,2.42,2.83,46.09,9.38,90.01,0.994,04:36:00,79.72,21.6,78.68,7.3,1.27,85.19,6.33,1.36,82.33,15.65,91.49,1.071,04:26:00,17.97,104.52,14.67,0.66,7.42,8.16,1.13,6.63,14.53,4.65,87.84,0.925
2019,Philadelphia Flyers,82,50:38:00,37,37,8,34,82,0.5,56.6,59.64,48.7,2.85,3.15,47.47,2.5,2.6,49.01,9.38,90.25,0.996,05:02:00,104.2,17.54,85.6,5.8,1.59,78.43,7.61,1.07,87.68,9.88,88.3,0.982,04:49:00,15.46,92.14,14.37,0.61,7.73,7.27,0.89,6.83,11.49,5.13,84.73,0.899
2019,Pittsburgh Penguins,82,51:29:00,44,26,12,42,100,0.61,58.59,59.53,49.6,2.88,2.53,53.28,2.74,2.6,51.35,8.8,92.32,1.011,04:37:00,87,16.96,83.69,8.87,2.38,78.87,6.81,1.05,86.66,17.28,81.71,0.99,04:38:00,19.56,95.26,17.03,1.89,7.1,21.05,1.22,6.34,16.14,12,86.24,0.982
2019,San Jose Sharks,82,50:59:00,46,27,9,46,101,0.616,62.01,51.87,54.45,3.17,2.93,52,2.81,2.42,53.76,9.9,89.3,0.992,04:50:00,106.95,18.46,85.28,8.62,1.36,86.36,7.72,1.15,87.03,14.5,90.53,1.05,04:41:00,17.62,89.95,16.38,1.25,7.02,15.09,1.04,7.36,12.41,10,86.02,0.96
2019,St Louis Blues,82,51:09:00,45,28,9,42,99,0.604,56.59,53.06,51.61,2.7,2.43,52.65,2.62,2.29,53.31,8.66,91.33,1,04:51:00,97.23,12.51,88.6,7.54,1.06,87.72,6.78,0.82,89.25,14.29,88.14,1.024,04:43:00,13.92,91.43,13.22,0.77,6.65,10.42,0.82,6.64,11.04,6.94,86.77,0.937
2019,Tampa Bay Lightning,82,50:06:00,62,16,4,56,128,0.78,58.62,55.91,51.19,3.4,2.6,56.69,2.7,2.37,53.27,10.54,91.7,1.022,04:58:00,90.79,16.04,84.99,10.89,0.44,96.1,6.28,0.93,87.15,21.64,96.39,1.18,05:38:00,12.06,94.42,11.33,1.56,5.19,23.08,0.86,5.74,13.03,17.39,90.1,1.075
2019,Toronto Maple Leafs,82,51:51:00,46,28,8,46,100,0.61,65.13,60.84,51.7,3.32,2.81,54.15,2.85,2.72,51.2,10.24,91.59,1.018,04:21:00,112.99,16.48,87.27,7.73,1.51,83.64,9.35,0.97,90.62,12.4,86.96,0.994,04:17:00,16.9,94.08,15.23,0.85,7,10.87,0.92,6.28,12.79,7.04,85.51,0.926
2019,Vancouver Canucks,82,50:43:00,35,36,11,29,81,0.494,54.31,58.57,48.12,2.41,2.76,46.65,2.25,2.54,47,8.4,91.27,0.997,05:15:00,90.25,14.07,86.52,5.99,1.11,84.31,5.66,1.19,82.65,12.25,88.73,1.01,05:07:00,15.72,93.74,14.36,1,6.86,12.73,0.78,6.28,11.05,7.78,85.8,0.936
2019,Vegas Golden Knights,82,50:53:00,43,32,7,40,93,0.567,63.61,52.75,54.66,2.8,2.62,51.72,2.93,2.36,55.38,8.31,90.91,0.992,04:47:00,105.55,13.88,88.38,5.95,0.31,95.12,7.54,0.75,91,10.57,96.72,1.073,04:47:00,20.61,91.75,18.34,1.68,6.72,20,1.32,6.28,17.37,11.22,86.9,0.981
2019,Winnipeg Jets,82,50:24:00,47,30,5,45,99,0.604,56.38,59.24,48.76,2.87,2.67,51.83,2.46,2.63,48.32,9.37,91.8,1.012,05:01:00,100.36,16.15,86.14,9.02,1.02,89.86,7.3,0.93,88.65,16.19,91.36,1.075,05:07:00,12.69,101.83,11.08,1.43,7.42,16.13,0.79,7.11,9.97,16.39,87.44,1.038
2019,Washington Capitals,82,50:25:00,48,26,8,44,104,0.634,57.26,59.5,49.04,3.19,2.73,53.92,2.59,2.8,48.06,10.63,91.32,1.019,04:55:00,96.64,16.95,85.08,7.29,0.74,90.74,6.9,0.91,88.3,14.41,93.98,1.084,05:21:00,14.74,90.24,14.04,0.68,7.51,8.33,0.87,6.24,12.27,6.17,83.63,0.898
2020,Colorado Avalanche,70,49:40:00,42,20,8,41,92,0.657,59.55,56.39,51.36,3.14,2.47,56,2.58,2.38,52.02,9.75,92.05,1.018,05:47:00,93.47,15.11,86.08,6.81,0.89,88.46,6.24,0.78,88.87,13.94,92,1.059,05:06:00,12.09,101.76,10.62,1.34,6.72,16.67,0.62,6.74,8.45,14.04,87.42,1.015
2020,Pittsburgh Penguins,69,50:59:00,40,23,6,37,86,0.623,54.93,52.61,51.08,2.95,2.66,52.58,2.57,2.32,52.5,9.34,90.94,1.003,05:01:00,95.78,16.25,85.49,7.26,0.86,89.36,7.47,1.03,87.93,14.38,91.94,1.063,04:40:00,15.61,85.67,15.41,1.12,6.5,14.63,1.39,5.93,19,10.17,86.74,0.969
2020,Toronto Maple Leafs,70,51:27:00,36,25,9,35,81,0.579,60.81,56.37,51.9,3.11,2.85,52.23,2.75,2.55,51.86,9.59,90.88,1.005,04:40:00,93.23,16.7,84.81,8.26,1.28,86.54,6.59,1.45,81.93,15.68,89.39,1.051,04:43:00,18.12,94.22,16.13,0.91,7.61,10.64,1.26,6.16,16.96,7.58,85.42,0.93
2020,Washington Capitals,69,49:02:00,41,20,8,37,90,0.652,59.69,54.82,52.13,3.33,2.86,53.87,2.85,2.58,52.44,10.4,90.58,1.01,05:34:00,90.42,15.46,85.4,6.56,1.41,82.35,6.89,1.13,85.86,13.08,88,1.011,06:05:00,14.55,85.73,14.51,0.86,5.99,12.5,0.72,5.61,11.36,7.79,85.81,0.936
2020,Buffalo Sabres,69,51:20:00,30,31,8,28,68,0.493,51.19,52.41,49.41,2.54,2.66,48.86,2.2,2.44,47.43,8.93,91.24,1.002,04:54:00,87.31,14.02,86.16,6.57,1.95,77.08,5.66,1.26,81.85,13.31,83.08,0.964,04:24:00,14.6,98.04,12.96,0.99,9.27,9.62,1.1,7.3,13.05,8.2,83.85,0.92
2020,Los Angeles Kings,70,51:13:00,29,35,6,28,64,0.457,60.82,53.54,53.18,2.31,2.74,45.7,2.64,2.6,50.36,7.1,90.58,0.977,04:49:00,97.62,15.11,86.59,5.87,0.18,97.06,6.82,0.99,87.31,10.48,98.51,1.09,04:32:00,15.69,95.28,14.14,0.95,8.13,10.42,0.79,6.5,10.83,8.06,83.96,0.92
2020,Detroit Red Wings,71,49:54:00,17,49,5,14,39,0.275,48.4,56.39,46.19,1.8,3.29,35.33,2.12,2.76,43.49,6.67,89.67,0.963,05:18:00,76.05,17.02,81.71,5.09,2.07,71.11,5.37,1.36,79.76,12.26,83.54,0.958,05:12:00,14.6,100.08,12.73,0.65,9.41,6.45,0.87,7.86,9.95,5.41,84.41,0.898
2020,Edmonton Oilers,71,50:47:00,37,25,9,35,83,0.585,52.6,58.01,47.56,2.66,2.88,48.05,2.49,2.61,48.8,9.13,90.8,0.999,04:41:00,95.55,14.78,86.6,10.64,1.8,85.51,7.46,0.98,88.4,20.27,83.33,1.036,05:05:00,11.97,101.04,10.59,0.5,5.15,8.82,0.81,6.94,10.48,5.56,90.61,0.962
2020,Ottawa Senators,71,50:31:00,25,34,12,24,62,0.437,56.66,60.42,48.39,2.41,2.96,44.86,2.59,2.67,49.27,7.97,90.96,0.989,05:07:00,94.08,16.01,85.46,5.12,0.83,86.11,6.59,0.73,90.09,10.8,92.96,1.038,05:11:00,18.4,103.73,15.07,2.44,8.79,21.74,1.52,7.34,17.18,18.99,84.39,1.034
2020,Arizona Coyotes,70,50:52:00,33,29,8,28,74,0.529,55.84,59.92,48.24,2.43,2.43,50,2.46,2.56,49,7.81,92.39,1.002,05:18:00,81.39,16.47,83.17,6.62,0.81,89.13,5.62,1.07,83.98,13.95,93.33,1.073,04:40:00,18.67,91.54,16.94,0.92,6.22,12.82,1.11,6.63,14.35,6.1,88.74,0.948
2020,New York Islanders,68,52:10:00,35,23,10,32,80,0.588,53.33,60.72,46.76,2.6,2.55,50.49,2.47,2.54,49.33,9,91.73,1.007,04:19:00,93.77,13.05,87.79,5.71,1.02,84.85,6.32,0.92,87.31,10.98,88.64,0.996,04:23:00,12.25,103.79,10.55,1,6.83,12.82,1.08,6.65,13.92,10.64,86.67,0.973
2020,Columbus Blue Jackets,70,51:55:00,33,22,15,33,81,0.579,53.95,56.72,48.75,2.39,2.43,49.66,2.39,2.22,51.92,7.52,91.87,0.994,04:39:00,83.96,12.86,86.72,5.7,0.92,86.11,5.72,0.83,87.33,10.84,90,1.008,04:17:00,15.56,83.79,15.66,0.6,6.18,8.82,0.95,5.39,15,5.45,86.75,0.922
2020,Vancouver Canucks,69,49:29:00,36,27,6,32,78,0.565,57.02,60.57,48.49,2.86,2.95,49.24,2.6,2.87,47.55,9.27,91.14,1.004,05:42:00,97.74,12.66,88.54,8.54,0.61,93.33,5.98,0.81,88.1,16.42,93.44,1.099,05:29:00,9.18,98.41,8.53,0.79,6.65,10.64,0.36,6.96,4.92,9.43,87.65,0.971
2020,New York Rangers,70,49:23:00,37,28,5,36,79,0.564,54.07,61.91,46.62,3,2.81,51.64,2.54,2.96,46.26,9.81,91.43,1.012,05:24:00,98.24,16.19,85.85,8.25,0.95,89.66,7.25,1.18,85.97,15.34,92.31,1.076,05:33:00,13.59,111.94,10.82,1.24,8.03,13.33,0.97,8.29,10.52,11.76,87.29,0.991
2020,Montreal Canadiens,71,51:10:00,31,31,9,27,71,0.5,64.02,53.13,54.64,2.79,2.79,50,2.77,2.38,53.81,8.1,90.56,0.987,04:30:00,87.15,17.62,83.18,6,0.94,86.49,5.8,0.95,85.9,12.12,91.8,1.039,05:00:00,18.38,101.36,15.35,1.01,7.59,11.76,1.06,6.94,13.22,8.7,87.29,0.96
2020,Minnesota Wild,69,50:19:00,35,27,7,33,77,0.558,55.37,56.58,49.46,2.9,2.83,50.6,2.39,2.13,52.86,9.67,90.61,1.003,05:19:00,85.77,13.04,86.8,7.66,0.98,88.68,5.46,0.77,87.64,15.88,90,1.059,04:55:00,11.48,91.82,11.11,0.53,8.3,6,0.43,6.38,6.33,7.14,84.74,0.919
2020,Winnipeg Jets,71,51:41:00,37,28,6,34,80,0.563,54.98,57.21,49.01,2.7,2.58,51.08,2.31,2.79,45.29,9,91.95,1.009,04:49:00,101.49,16.13,86.29,7.36,0.53,93.33,7.32,1.36,84.36,12.46,95.65,1.081,04:03:00,14.35,102.56,12.28,1.25,8.32,13.04,1.16,7.32,13.73,12,85.82,0.978
2020,Calgary Flames,70,51:19:00,36,27,7,30,79,0.564,58.48,57.62,50.37,2.6,2.81,48.15,2.63,2.59,50.42,8.39,91.22,0.996,04:47:00,90.12,13.26,87.18,7.35,1.61,82,6.77,0.93,87.93,14.09,83.33,0.974,04:50:00,15.25,101.62,13.05,1.06,6.38,14.29,0.98,6.79,12.64,10.17,88.08,0.982
2020,Anaheim Ducks,71,50:52:00,29,33,9,24,67,0.472,55.06,59.2,48.19,2.39,2.81,46.01,2.48,2.77,47.23,8.19,91.24,0.994,04:45:00,86.94,13.13,86.88,4.79,0.89,84.38,6.02,0.76,88.85,10,90.91,1.009,05:02:00,17.42,84.07,17.16,1.67,8.21,16.95,1.21,6.32,16.07,13.7,83.45,0.971
2020,Dallas Stars,69,50:27:00,37,24,8,35,82,0.594,55.57,57.05,49.34,2.24,2.17,50.78,2.62,2.4,52.22,7.45,92.91,1.004,04:53:00,106.94,13.86,88.53,7.46,0.53,93.33,7.25,0.84,89.66,13.33,95.08,1.084,05:24:00,12.72,99.19,11.37,0.81,7.09,10.2,0.74,6.46,10.24,9.43,86.9,0.963
2020,Florida Panthers,69,50:47:00,35,26,8,32,78,0.565,55.86,56.6,49.67,3.06,3.06,50,2.49,2.66,48.42,9.61,90.28,0.999,05:13:00,99.29,16.3,85.9,7.48,0.83,90,6.44,0.98,86.81,14.06,93.33,1.074,04:37:00,17.46,104.02,14.37,0.56,7.51,6.98,1.03,7.36,12.28,4.35,86.97,0.913
2020,Philadelphia Flyers,69,50:11:00,41,21,7,36,89,0.645,54.96,52.25,51.26,2.98,2.55,53.92,2.48,2.38,51.1,9.78,91.15,1.009,05:31:00,87.8,16.05,84.55,7.4,0.94,88.68,6.02,1.14,84.04,14.51,92.41,1.069,05:12:00,17.7,72.45,19.63,1.34,6.34,17.39,1.18,5.87,16.69,9.76,83.9,0.937
2020,Chicago Blackhawks,70,50:28:00,32,30,8,28,72,0.514,56.86,59.68,48.79,2.87,2.87,50,2.6,2.94,46.91,9.1,91.78,1.009,05:19:00,91.34,13.99,86.72,5.31,1.29,80.49,6.53,1.01,86.63,10.58,88.41,0.99,05:00:00,11.83,96.85,10.88,1.03,6.34,13.95,1.1,6.52,14.47,10.71,88.86,0.996
2020,New Jersey Devils,69,49:43:00,28,29,12,24,68,0.493,52.22,61.63,45.87,2.34,3.06,43.37,2.33,2.67,46.61,8.04,90.77,0.988,05:41:00,92.64,14.8,86.22,6.41,1.53,80.77,7.06,1.1,86.57,11.57,85.71,0.973,05:27:00,19.58,81.04,19.46,1.43,6.21,18.75,1.43,5.47,20.73,10.34,86.41,0.968
2020,St Louis Blues,71,51:15:00,42,19,10,40,94,0.662,51.98,50.56,50.69,2.75,2.34,54.05,2.4,2.44,49.55,9.2,91.74,1.009,04:42:00,98.09,15.24,86.55,8.97,1.08,89.29,6.8,1.39,82.99,16.61,91.55,1.082,04:52:00,14.21,95.11,13,0.87,7.1,10.87,1.09,6.68,14.02,8.2,86.69,0.949
2020,San Jose Sharks,70,50:13:00,29,36,5,27,63,0.45,55.59,54.75,50.38,2.39,3.19,42.81,2.6,2.66,49.42,8.09,89.22,0.973,04:33:00,105.26,16.54,86.42,6.2,1.13,84.62,7.37,1.01,87.97,10.75,90.48,1.012,05:40:00,12.07,85.09,12.42,1.06,4.83,17.95,0.75,6.49,10.34,11.29,90.56,1.019
2020,Tampa Bay Lightning,70,49:50:00,43,21,6,41,92,0.657,56.98,52.53,52.03,3.23,2.46,56.8,2.66,2.32,53.43,10.66,91.82,1.025,05:05:00,98.17,20.85,82.49,8.24,1.18,87.5,6.31,1.25,83.53,14.85,92.05,1.069,05:35:00,14.88,96.32,13.38,0.92,6.75,12,0.92,6.31,12.71,8.22,86.54,0.948
2020,Nashville Predators,69,50:19:00,35,26,8,32,78,0.565,59.6,57.74,50.8,2.89,2.68,51.86,2.63,2.5,51.33,8.95,91.3,1.003,05:28:00,102.01,13.49,88.32,6.19,1.27,82.98,7.16,0.67,91.39,10.8,85.96,0.968,05:00:00,14.24,98.95,12.58,1.04,8.85,10.53,0.79,6.76,10.47,10,83.71,0.937
2020,Boston Bruins,70,50:08:00,44,14,12,44,100,0.714,55.25,53.92,50.61,2.82,2.15,56.7,2.41,2.22,52,9.11,92.64,1.017,05:18:00,103.37,19.19,84.34,9.19,1.13,89.06,7.43,1.34,84.76,16.01,92.13,1.081,05:23:00,17.01,86.34,16.46,0.8,5.41,12.82,1.08,6,15.28,6.49,88.7,0.952
2020,Vegas Golden Knights,71,51:07:00,39,24,8,36,86,0.606,61.96,51.74,54.49,2.83,2.58,52.29,2.93,2.41,54.9,8.32,90.93,0.992,04:33:00,112.29,9.65,92.09,7.98,0.56,93.48,7.45,0.67,91.75,13.07,92.68,1.058,05:04:00,15.96,102.59,13.46,1.5,8.31,15.25,1.07,6.82,13.53,13.64,84.38,0.98
2020,Carolina Hurricanes,68,49:32:00,38,25,5,33,81,0.596,60.4,51.09,54.18,2.85,2.67,51.61,2.91,2.58,52.95,8.75,90.8,0.995,04:58:00,108.16,9.93,91.59,8.33,0.71,92.16,8.03,0.65,92.53,14.16,90.24,1.044,06:12:00,16.77,82.97,16.81,1.42,5.54,20.41,1.78,6.3,22.08,10.2,87.96,0.982
2021,Pittsburgh Penguins,56,51:44:00,37,16,3,34,77,0.688,51.25,50.65,50.29,3.13,2.38,56.77,2.47,2.38,50.98,10.6,91.84,1.024,04:24:00,90.84,17,84.23,8.74,0.97,90,6.64,1.09,85.95,16.22,92.59,1.088,04:32:00,13.92,86.57,13.85,1.42,8.26,14.63,0.74,6.05,10.86,15.38,83.72,0.991
2021,Philadelphia Flyers,56,50:56:00,25,23,8,22,58,0.518,54.74,50.07,52.23,2.67,3.07,46.52,2.33,2.27,50.63,9.11,89.17,0.983,05:12:00,91.57,15.43,85.58,6.59,1.23,84.21,6.23,0.72,89.7,13.56,88.24,1.018,04:56:00,18.02,91.21,16.5,0.22,9.77,2.17,0.76,6.68,10.21,1.67,80.93,0.826
2021,Chicago Blackhawks,56,50:33:00,24,25,7,22,55,0.491,49.8,58.3,46.07,2.5,3.01,45.38,2.19,2.82,43.72,8.83,91,0.998,05:41:00,80,14.49,84.66,7.15,1.13,86.36,5.52,1.09,83.57,15.45,89.83,1.053,04:44:00,13.79,92.68,12.95,0.68,7.91,7.89,1.1,6.74,14.01,6.12,85.89,0.92
2021,Tampa Bay Lightning,56,49:26:00,36,17,3,35,75,0.67,53.39,49.17,52.06,2.97,2.43,55.02,2.6,2.19,54.21,9.86,91.41,1.013,05:22:00,85.84,10.76,88.87,7.97,0.6,93.02,5.9,0.58,91.07,16.33,93.18,1.095,05:39:00,14.19,78.91,15.24,0.38,5.49,6.45,1.27,5.2,19.68,3.7,87.39,0.911
2021,Montreal Canadiens,56,51:12:00,24,21,11,23,59,0.527,59.53,50.18,54.26,2.51,2.64,48.78,2.44,2.32,51.3,8.05,90.14,0.982,04:42:00,76.43,10.24,88.19,6.6,0.45,93.55,5.21,0.44,92.21,14.8,94.12,1.089,04:57:00,17.52,93.85,15.73,1.95,8,19.57,1,6.91,12.59,15.52,86.14,1.017
